,title,genres,overview,cast,crew,summary
2874,licence to kill,"['Adventure', 'Action', 'Thriller']","['James', 'Bond', 'and', 'his', 'American', 'colleague', 'Felix', 'Leiter', 'arrest', 'the', 'drug', 'lord', 'Sanchez', 'who', 'succeeds', 'in', 'escaping', 'and', 'takes', 'revenge', 'on', 'Felix', 'and', 'his', 'wife.', 'Bond', 'knows', 'but', 'just', 'one', 'thing:', 'revenge.']","['TimothyDalton', 'CareyLowell', 'RobertDavi', 'TalisaSoto', 'AnthonyZerbe', 'FrankMcRae', 'DavidHedison', 'WayneNewton', 'BeniciodelToro', 'AnthonyStarke', 'EverettMcGill', 'DesmondLlewelyn', 'PedroArmendárizJr.', 'RobertBrown', 'GrandL.Bush', 'PriscillaBarnes', 'DonStroud', 'CarolineBliss', 'Cary-HiroyukiTagawa', 'AlejandroBracho', 'GuyDeSaintCyr', 'RaferJohnson', 'DianeHsu', 'ChristopherNeame']",['JohnGlen'],James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge. Adventure Action Thriller TimothyDalton CareyLowell RobertDavi TalisaSoto AnthonyZerbe FrankMcRae DavidHedison WayneNewton BeniciodelToro AnthonyStarke EverettMcGill DesmondLlewelyn PedroArmendárizJr. RobertBrown GrandL.Bush PriscillaBarnes DonStroud CarolineBliss Cary-HiroyukiTagawa AlejandroBracho GuyDeSaintCyr RaferJohnson DianeHsu ChristopherNeame JohnGlen
2875,live and let die,"['Adventure', 'Action', 'Thriller']","['James', 'Bond', 'must', 'investigate', 'a', 'mysterious', 'murder', 'case', 'of', 'a', 'British', 'agent', 'in', 'New', 'Orleans.', 'Soon', 'he', 'finds', 'himself', 'up', 'against', 'a', 'gangster', 'boss', 'named', 'Mr.', 'Big.']","['RogerMoore', 'YaphetKotto', 'JaneSeymour', 'CliftonJames', 'JuliusHarris', 'GeoffreyHolder', 'DavidHedison', 'GloriaHendry', 'BernardLee', 'LoisMaxwell', 'TommyLane', 'EarlJollyBrown', 'LonSatton', 'MadelineSmith', 'RoyStewart']",['GuyHamilton'],James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big. Adventure Action Thriller RogerMoore YaphetKotto JaneSeymour CliftonJames JuliusHarris GeoffreyHolder DavidHedison GloriaHendry BernardLee LoisMaxwell TommyLane EarlJollyBrown LonSatton MadelineSmith RoyStewart GuyHamilton
2877,thunderball,"['Adventure', 'Action', 'Thriller']","['A', 'criminal', 'organization', 'has', 'obtained', 'two', 'nuclear', 'bombs', 'and', 'are', 'asking', 'for', 'a', '100', 'million', 'pound', 'ransom', 'in', 'the', 'form', 'of', 'diamonds', 'in', 'seven', 'days', 'or', 'they', 'will', 'use', 'the', 'weapons.', 'The', 'secret', 'service', 'sends', 'James', 'Bond', 'to', 'the', 'Bahamas', 'to', 'once', 'again', 'save', 'the', 'world.']","['SeanConnery', 'ClaudineAuger', 'AdolfoCeli', 'LucianaPaluzzi', 'RikVanNutter', 'GuyDoleman', 'MollyPeters', 'MartineBeswick', 'BernardLee', 'DesmondLlewelyn', 'LoisMaxwell', 'RolandCulver', 'EarlCameron', 'PaulStassino', 'RoseAlba', 'PhilipLocke', 'GeorgePravda', 'EdwardUnderdown', 'KevinMcClory']",['TerenceYoung'],A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world. Adventure Action Thriller SeanConnery ClaudineAuger AdolfoCeli LucianaPaluzzi RikVanNutter GuyDoleman MollyPeters MartineBeswick BernardLee DesmondLlewelyn LoisMaxwell RolandCulver EarlCameron PaulStassino RoseAlba PhilipLocke GeorgePravda EdwardUnderdown KevinMcClory TerenceYoung
2897,bride of re-animator,"['Comedy', 'Horror', 'ScienceFiction']","['Herbert', 'West', 'once', 'again', 'revives', 'the', 'dead.', 'This', 'time,', 'he', 'brings', ""Dan's"", ""ex-girlfriend's"", 'heart', 'back', 'inside', 'a', ""'perfect'"", 'body.', 'Dr.', 'Hill', 'returns', 'as', 'the', 'evil', 'nemesis', 'who', 'lost', 'his', 'head.']","['JeffreyCombs', 'BruceAbbott', 'ClaudeEarlJones', 'FabianaUdenio', 'DavidGale', 'KathleenKinmont', 'MelStewart', 'IreneForrest', 'MichaelStrasser', 'MarySheldon', 'JohnnyLegend']",['BrianYuzna'],"Herbert West once again revives the dead. This time, he brings Dan's ex-girlfriend's heart back inside a 'perfect' body. Dr. Hill returns as the evil nemesis who lost his head. Comedy Horror ScienceFiction JeffreyCombs BruceAbbott ClaudeEarlJones FabianaUdenio DavidGale KathleenKinmont MelStewart IreneForrest MichaelStrasser MarySheldon JohnnyLegend BrianYuzna"
2965,the world is not enough,"['Adventure', 'Action', 'Thriller']","['Greed,', 'revenge,', 'world', 'dominance', 'and', 'high-tech', 'terrorism', '–', ""it's"", 'all', 'in', 'a', ""day's"", 'work', 'for', 'Bond,', ""who's"", 'on', 'a', 'mission', 'to', 'a', 'protect', 'beautiful', 'oil', 'heiress', 'from', 'a', 'notorious', 'terrorist.', 'In', 'a', 'race', 'against', 'time', 'that', 'culminates', 'in', 'a', 'dramatic', 'submarine', 'showdown,', 'Bond', 'works', 'to', 'defuse', 'the', 'international', 'power', 'struggle', 'that', 'has', 'the', ""world's"", 'oil', 'supply', 'hanging', 'in', 'the', 'balance.']","['PierceBrosnan', 'SophieMarceau', 'RobertCarlyle', 'DeniseRichards', 'RobbieColtrane', 'DesmondLlewelyn', 'JohnCleese', 'MariaGraziaCucinotta', 'SamanthaBond', 'MichaelKitchen', 'ColinSalmon', 'DavidCalder', 'SerenaScottThomas', 'JudiDench', 'UlrichThomsen', 'Claude-OliverRudolph', 'PatrickMalahide', 'OmidDjalili', 'JeffNuttall', 'JohnAlbasiny']",['MichaelApted'],"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance. Adventure Action Thriller PierceBrosnan SophieMarceau RobertCarlyle DeniseRichards RobbieColtrane DesmondLlewelyn JohnCleese MariaGraziaCucinotta SamanthaBond MichaelKitchen ColinSalmon DavidCalder SerenaScottThomas JudiDench UlrichThomsen Claude-OliverRudolph PatrickMalahide OmidDjalili JeffNuttall JohnAlbasiny MichaelApted"
2997,toy story 2,"['Animation', 'Comedy', 'Family']","['Andy', 'heads', 'off', 'to', 'Cowboy', 'Camp,', 'leaving', 'his', 'toys', 'to', 'their', 'own', 'devices.', 'Things', 'shift', 'into', 'high', 'gear', 'when', 'an', 'obsessive', 'toy', 'collector', 'named', 'Al', 'McWhiggen,', 'owner', 'of', ""Al's"", 'Toy', 'Barn', 'kidnaps', 'Woody.', ""Andy's"", 'toys', 'mount', 'a', 'daring', 'rescue', 'mission,', 'Buzz', 'Lightyear', 'meets', 'his', 'match', 'and', 'Woody', 'has', 'to', 'decide', 'where', 'he', 'and', 'his', 'heart', 'truly', 'belong.']","['TomHanks', 'TimAllen', 'JoanCusack', 'KelseyGrammer', 'DonRickles', 'JimVarney', 'WallaceShawn', 'JohnRatzenberger', 'AnniePotts', 'WayneKnight', 'JohnMorris', 'LaurieMetcalf', 'EstelleHarris', 'R.LeeErmey', 'JodiBenson', 'JonathanHarris', 'JoeRanft', 'AndrewStanton', 'JeffPidgeon', 'CoreyBurton', 'JohnLasseter', 'MickieMcGowan', 'PhilProctor', 'LeeUnkrich']",['JohnLasseter'],"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong. Animation Comedy Family TomHanks TimAllen JoanCusack KelseyGrammer DonRickles JimVarney WallaceShawn JohnRatzenberger AnniePotts WayneKnight JohnMorris LaurieMetcalf EstelleHarris R.LeeErmey JodiBenson JonathanHarris JoeRanft AndrewStanton JeffPidgeon CoreyBurton JohnLasseter MickieMcGowan PhilProctor LeeUnkrich JohnLasseter"
3035,the last picture show,['Drama'],"['The', 'coming', 'of', 'age', 'of', 'a', 'youth', 'named', 'Sonny', 'in', 'a', 'small', 'Texas', 'town', 'in', 'the', '1950s.']","['TimothyBottoms', 'JeffBridges', 'CybillShepherd', 'BenJohnson', 'ClorisLeachman', 'EllenBurstyn', 'EileenBrennan', 'CluGulager', 'SamBottoms', 'SharonUllrick', 'RandyQuaid', 'BillThurman', 'JessieLeeFulton', 'HelenaHumann', 'BarcDoyle', 'GaryBrockette', 'JohnHillerman', 'JoeHeathcock', 'KimberlyHyde', 'NobleWillingham', ""JaniceO'Malley"", 'GroverLewis']",['PeterBogdanovich'],The coming of age of a youth named Sonny in a small Texas town in the 1950s. Drama TimothyBottoms JeffBridges CybillShepherd BenJohnson ClorisLeachman EllenBurstyn EileenBrennan CluGulager SamBottoms SharonUllrick RandyQuaid BillThurman JessieLeeFulton HelenaHumann BarcDoyle GaryBrockette JohnHillerman JoeHeathcock KimberlyHyde NobleWillingham JaniceO'Malley GroverLewis PeterBogdanovich
3157,the boondock saints,"['Action', 'Thriller', 'Crime']","['With', 'a', 'God-inspired', 'moral', 'obligation', 'to', 'act', 'against', 'evil,', 'twin', 'brothers', 'Conner', 'and', 'Murphy', 'set', 'out', 'to', 'rid', 'Boston', 'of', 'criminals.', 'However,', 'rather', 'than', 'working', 'within', 'the', 'system,', 'these', 'Irish', 'Americans', 'decide', 'to', 'take', 'swift', 'retribution', 'into', 'their', 'own', 'hands.']","['WillemDafoe', 'NormanReedus', 'SeanPatrickFlanery', 'DavidDellaRocco', 'DavidFerry', 'BrianMahoney', 'BillyConnolly', 'CarloRota', 'RonJeremy', 'BobMarley', 'RichardFitzpatrick', 'RobertPemberton', 'DotJones', 'MarkusParilo', 'JeffreyR.Smith']",['TroyDuffy'],"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands. Action Thriller Crime WillemDafoe NormanReedus SeanPatrickFlanery DavidDellaRocco DavidFerry BrianMahoney BillyConnolly CarloRota RonJeremy BobMarley RichardFitzpatrick RobertPemberton DotJones MarkusParilo JeffreyR.Smith TroyDuffy"
3182,pitch black,"['Thriller', 'ScienceFiction', 'Action']","['When', 'their', 'ship', 'crash-lands', 'on', 'a', 'remote', 'planet,', 'the', 'marooned', 'passengers', 'soon', 'learn', 'that', 'escaped', 'convict', 'Riddick', ""isn't"", 'the', 'only', 'thing', 'they', 'have', 'to', 'fear.', 'Deadly', 'creatures', 'lurk', 'in', 'the', 'shadows,', 'waiting', 'to', 'attack', 'in', 'the', 'dark,', 'and', 'the', 'planet', 'is', 'rapidly', 'plunging', 'into', 'the', 'utter', 'blackness', 'of', 'a', 'total', 'eclipse.', 'With', 'the', 'body', 'count', 'rising,', 'the', 'doomed', 'survivors', 'are', 'forced', 'to', 'turn', 'to', 'Riddick', 'with', 'his', 'eerie', 'eyes', 'to', 'guide', 'them', 'through', 'the', 'darkness', 'to', 'safety.', 'With', 'time', 'running', 'out,', ""there's"", 'only', 'one', 'rule:', 'Stay', 'in', 'the', 'light.']","['VinDiesel', 'RadhaMitchell', 'ColeHauser', 'LewisFitz-Gerald', 'ClaudiaBlack', 'KeithDavid', 'RhianaGriffith', 'JohnMoore', 'SimonBurke', 'LesChantery', 'SamSari', 'FirassDirani', 'RicAnderson', 'VicWilson', 'AngelaMoore']",['DavidTwohy'],"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light. Thriller ScienceFiction Action VinDiesel RadhaMitchell ColeHauser LewisFitz-Gerald ClaudiaBlack KeithDavid RhianaGriffith JohnMoore SimonBurke LesChantery SamSari FirassDirani RicAnderson VicWilson AngelaMoore DavidTwohy"
3442,the flintstones in viva rock vegas,"['ScienceFiction', 'Comedy', 'Family', 'Romance']","['The', 'Flintstones', 'are', 'at', 'it', 'again.', 'The', 'Flintstones', 'and', 'the', 'Rubbles', 'head', 'for', 'Rock', 'Vegas', 'with', 'Fred', 'hoping', 'to', 'court', 'the', 'lovely', 'Wilma.', 'Nothing', 'will', 'stand', 'in', 'the', 'way', 'of', 'love,', 'except', 'for', 'the', 'conniving', 'Chip', 'Rockefeller', 'who', 'is', 'the', 'playboy', 'born', 'in', 'Baysville', 'but', 'who', 'has', 'made', 'it', 'in', 'the', 'cutthroat', 'town', 'of', 'Rock', 'Vegas.', 'Will', 'Fred', 'win', ""Wilma's"", 'love?']","['MarkAddy', 'StephenBaldwin', 'KristenJohnston', 'JaneKrakowski', 'JoanCollins', 'ThomasGibson', 'HarveyKorman', 'AlanCumming', 'JohnTaylor', 'AlexMeneses', 'TonyLongo', 'DannyWoodburn', 'TaylorNegron', 'KristenStewart']",['BrianLevant'],"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love? ScienceFiction Comedy Family Romance MarkAddy StephenBaldwin KristenJohnston JaneKrakowski JoanCollins ThomasGibson HarveyKorman AlanCumming JohnTaylor AlexMeneses TonyLongo DannyWoodburn TaylorNegron KristenStewart BrianLevant"
3454,the hidden,"['Action', 'Horror', 'ScienceFiction', 'Thriller']","['An', 'alien', 'is', 'on', 'the', 'run', 'in', 'America.', 'To', 'get', 'his', 'kicks,', 'it', 'kills', 'anything', 'that', 'gets', 'in', 'its', 'way,', 'and', 'uses', 'the', 'body', 'as', 'a', 'new', 'hiding', 'place.', 'This', 'alien', 'has', 'a', 'goal', 'in', 'life;', 'power.', 'Hotly', 'pursued', 'by', 'another', 'alien', ""(who's"", 'borrowed', 'the', 'body', 'of', 'a', 'dead', 'FBI', 'agent),', 'lots', 'of', 'innocent', 'people', 'die', 'in', 'the', 'chase.']","['KyleMacLachlan', 'MichaelNouri', 'ClaudiaChristian', 'ClarenceFelder', 'CluGulager', ""EdO'Ross"", 'RichardBrooks', 'LarryCedar', 'KatherineCannon', 'JohnMcCann', 'ChrisMulkey', 'LinShaye', 'JamesLuisi', 'FrankRenzulli', 'DuaneDavis', 'KristenClayton', 'WhitneyReis', 'WilliamBoyett', 'DekeAnderson', 'DannyTrejo']",['JackSholder'],"An alien is on the run in America. To get his kicks, it kills anything that gets in its way, and uses the body as a new hiding place. This alien has a goal in life; power. Hotly pursued by another alien (who's borrowed the body of a dead FBI agent), lots of innocent people die in the chase. Action Horror ScienceFiction Thriller KyleMacLachlan MichaelNouri ClaudiaChristian ClarenceFelder CluGulager EdO'Ross RichardBrooks LarryCedar KatherineCannon JohnMcCann ChrisMulkey LinShaye JamesLuisi FrankRenzulli DuaneDavis KristenClayton WhitneyReis WilliamBoyett DekeAnderson DannyTrejo JackSholder"
3501,mission: impossible ii,"['Adventure', 'Action', 'Thriller']","['With', 'computer', 'genius', 'Luther', 'Stickell', 'at', 'his', 'side', 'and', 'a', 'beautiful', 'thief', 'on', 'his', 'mind,', 'agent', 'Ethan', 'Hunt', 'races', 'across', 'Australia', 'and', 'Spain', 'to', 'stop', 'a', 'former', 'IMF', 'agent', 'from', 'unleashing', 'a', 'genetically', 'engineered', 'biological', 'weapon', 'called', 'Chimera.', 'This', 'mission,', 'should', 'Hunt', 'choose', 'to', 'accept', 'it,', 'plunges', 'him', 'into', 'the', 'center', 'of', 'an', 'international', 'crisis', 'of', 'terrifying', 'magnitude.']","['TomCruise', 'DougrayScott', 'ThandieNewton', 'VingRhames', 'RichardRoxburgh', 'JohnPolson', 'BrendanGleeson', 'RadeSerbedzija', 'WilliamMapother', 'DominicPurcell', 'MathewWilkinson', 'NicholasBell', 'CristinaBrogeras', 'KeeChan', 'KimFleming', 'AnthonyHopkins', 'ChristianManon']",['JohnWoo'],"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude. Adventure Action Thriller TomCruise DougrayScott ThandieNewton VingRhames RichardRoxburgh JohnPolson BrendanGleeson RadeSerbedzija WilliamMapother DominicPurcell MathewWilkinson NicholasBell CristinaBrogeras KeeChan KimFleming AnthonyHopkins ChristianManon JohnWoo"
3511,on her majesty's secret service,"['Adventure', 'Action', 'Thriller']","['James', 'Bond', 'tracks', 'archnemesis', 'Ernst', 'Blofeld', 'to', 'a', 'mountaintop', 'retreat', 'where', ""he's"", 'training', 'an', 'army', 'of', 'beautiful', 'but', 'lethal', 'women.', 'Along', 'the', 'way,', 'Bond', 'falls', 'for', 'Italian', 'contessa', 'Tracy', 'Draco', '--', 'and', 'marries', 'her', 'in', 'order', 'to', 'get', 'closer', 'to', 'Blofeld.', 'Meanwhile,', 'he', 'locates', 'Blofeld', 'in', 'the', 'Alps', 'and', 'embarks', 'on', 'a', 'classic', 'ski', 'chase.']","['GeorgeLazenby', 'DianaRigg', 'TellySavalas', 'GabrieleFerzetti', 'IlseSteppat', 'AngelaScoular', 'LoisMaxwell', 'GeorgeBaker', 'BernardLee', 'DesmondLlewelyn', 'CatherineSchell', 'BernardHorsfall', 'VirginiaNorth', 'GeoffreyCheshire', 'JulieEge', 'MonaChong', 'JoannaLumley', 'JennyHanley', 'SallySheridan', 'Zaheera', 'AnouskaHempel', 'IngridBack', 'HelenaRonee']",['PeterR.Hunt'],"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase. Adventure Action Thriller GeorgeLazenby DianaRigg TellySavalas GabrieleFerzetti IlseSteppat AngelaScoular LoisMaxwell GeorgeBaker BernardLee DesmondLlewelyn CatherineSchell BernardHorsfall VirginiaNorth GeoffreyCheshire JulieEge MonaChong JoannaLumley JennyHanley SallySheridan Zaheera AnouskaHempel IngridBack HelenaRonee PeterR.Hunt"
3513,the spy who loved me,"['Adventure', 'Action', 'Thriller']","['Russian', 'and', 'British', 'submarines', 'with', 'nuclear', 'missiles', 'on', 'board', 'both', 'vanish', 'from', 'sight', 'without', 'a', 'trace.', 'England', 'and', 'Russia', 'both', 'blame', 'each', 'other', 'as', 'James', 'Bond', 'tries', 'to', 'solve', 'the', 'riddle', 'of', 'the', 'disappearing', 'ships.', 'But', 'the', 'KGB', 'also', 'has', 'an', 'agent', 'on', 'the', 'case.']","['RogerMoore', 'BarbaraBach', 'CurdJürgens', 'RichardKiel', 'CarolineMunro', 'WalterGotell', 'GeoffreyKeen', 'BernardLee', 'GeorgeBaker', 'MichaelBillington', 'DesmondLlewelyn', 'VernonDobtcheff', 'LoisMaxwell', 'SydneyTafler', 'OlgaBisera', 'EdwarddeSouza', 'ValerieLeon', 'NadimSawalha', 'SueVanner', 'EvaRueber-Staier', 'KevinMcNally', 'SeanBury', 'MiltonReid', 'CyrilShaps', 'MiloSperber', 'AlbertMoses', 'ShaneRimmer', 'BryanMarshall', 'GeorgeRoubicek']",['LewisGilbert'],Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case. Adventure Action Thriller RogerMoore BarbaraBach CurdJürgens RichardKiel CarolineMunro WalterGotell GeoffreyKeen BernardLee GeorgeBaker MichaelBillington DesmondLlewelyn VernonDobtcheff LoisMaxwell SydneyTafler OlgaBisera EdwarddeSouza ValerieLeon NadimSawalha SueVanner EvaRueber-Staier KevinMcNally SeanBury MiltonReid CyrilShaps MiloSperber AlbertMoses ShaneRimmer BryanMarshall GeorgeRoubicek LewisGilbert
3516,moonraker,"['Action', 'Adventure', 'Thriller', 'ScienceFiction']","['During', 'the', 'transportation', 'of', 'a', 'Space', 'Shuttle', 'a', 'Boeing', '747', 'crashes', 'in', 'the', 'Atlantic', 'Ocean', 'yet', 'when', 'they', 'go', 'to', 'look', 'for', 'the', 'destroyed', 'shuttle', 'it', 'is', 'not', 'there.', 'James', 'Bond', 'investigates', 'the', 'missing', 'mission', 'space', 'shuttle', 'and', 'soon', 'learns', 'that', 'the', 'shuttles', 'owner', 'Hugo', 'Drax', 'wants', 'to', 'kill', 'all', 'of', 'mankind.']","['RogerMoore', 'LoisChiles', 'MichaelLonsdale', 'CorinneCléry', 'RichardKiel', 'BernardLee', 'GeoffreyKeen', 'DesmondLlewelyn', 'LoisMaxwell', 'ToshirôSuga', 'EmilyBolton', 'BlancheRavalec', 'IrkaBochenko', 'LeilaShenna', 'WalterGotell', 'AlfieBass', 'MikeMarshall', 'DouglasLambert', 'ArthurHoward']",['LewisGilbert'],During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind. Action Adventure Thriller ScienceFiction RogerMoore LoisChiles MichaelLonsdale CorinneCléry RichardKiel BernardLee GeoffreyKeen DesmondLlewelyn LoisMaxwell ToshirôSuga EmilyBolton BlancheRavalec IrkaBochenko LeilaShenna WalterGotell AlfieBass MikeMarshall DouglasLambert ArthurHoward LewisGilbert
